bcp_number,rfc_number,title,status,format,file_path,downloaded
,8180,Minimal IPv6 over the TSCH Mode of IEEE 802.15.4e (6TiSCH) Configuration,Best Current Practice,pdf,rfcs\pdf\rfc8180.pdf,Yes
,8180,Minimal IPv6 over the TSCH Mode of IEEE 802.15.4e (6TiSCH) Configuration,Best Current Practice,html,rfcs\html\rfc8180.html,Yes
,8179,Intellectual Property Rights in IETF Technology,Best Current Practice,txt,rfcs\txt\rfc8179.txt,Yes
,8179,Intellectual Property Rights in IETF Technology,Best Current Practice,pdf,rfcs\pdf\rfc8179.pdf,Yes
,8179,Intellectual Property Rights in IETF Technology,Best Current Practice,html,rfcs\html\rfc8179.html,Yes
,8174,Ambiguity of Uppercase vs Lowercase in RFC 2119 Key Words,Best Current Practice,txt,rfcs\txt\rfc8174.txt,Yes
,8174,Ambiguity of Uppercase vs Lowercase in RFC 2119 Key Words,Best Current Practice,pdf,rfcs\pdf\rfc8174.pdf,Yes
,8174,Ambiguity of Uppercase vs Lowercase in RFC 2119 Key Words,Best Current Practice,html,rfcs\html\rfc8174.html,Yes
,8126,Guidelines for Writing an IANA Considerations Section in RFCs,Best Current Practice,txt,rfcs\txt\rfc8126.txt,Yes
,8126,Guidelines for Writing an IANA Considerations Section in RFCs,Best Current Practice,pdf,rfcs\pdf\rfc8126.pdf,Yes
,8126,Guidelines for Writing an IANA Considerations Section in RFCs,Best Current Practice,html,rfcs\html\rfc8126.html,Yes
,8109,Initializing a DNS Resolver with Priming Queries,Best Current Practice,txt,rfcs\txt\rfc8109.txt,Yes
,8109,Initializing a DNS Resolver with Priming Queries,Best Current Practice,html,rfcs\html\rfc8109.html,Yes
,8085,UDP Usage Guidelines,Best Current Practice,txt,rfcs\txt\rfc8085.txt,Yes
,8085,UDP Usage Guidelines,Best Current Practice,pdf,rfcs\pdf\rfc8085.pdf,Yes
,8085,UDP Usage Guidelines,Best Current Practice,html,rfcs\html\rfc8085.html,Yes
,8084,Network Transport Circuit Breakers,Best Current Practice,txt,rfcs\txt\rfc8084.txt,Yes
,8084,Network Transport Circuit Breakers,Best Current Practice,pdf,rfcs\pdf\rfc8084.pdf,Yes
,8084,Network Transport Circuit Breakers,Best Current Practice,html,rfcs\html\rfc8084.html,Yes
,8067,Updating When Standards Track Documents May Refer Normatively to Documents at a Lower Level,Best Current Practice,txt,rfcs\txt\rfc8067.txt,Yes
,8067,Updating When Standards Track Documents May Refer Normatively to Documents at a Lower Level,Best Current Practice,pdf,rfcs\pdf\rfc8067.pdf,Yes
,8067,Updating When Standards Track Documents May Refer Normatively to Documents at a Lower Level,Best Current Practice,html,rfcs\html\rfc8067.html,Yes
,8027,DNSSEC Roadblock Avoidance,Best Current Practice,txt,rfcs\txt\rfc8027.txt,Yes
,8027,DNSSEC Roadblock Avoidance,Best Current Practice,pdf,rfcs\pdf\rfc8027.pdf,Yes
,8027,DNSSEC Roadblock Avoidance,Best Current Practice,html,rfcs\html\rfc8027.html,Yes
,7957,DISPATCH-Style Working Groups and the SIP Change Process,Best Current Practice,txt,rfcs\txt\rfc7957.txt,Yes
,7957,DISPATCH-Style Working Groups and the SIP Change Process,Best Current Practice,pdf,rfcs\pdf\rfc7957.pdf,Yes
,7957,DISPATCH-Style Working Groups and the SIP Change Process,Best Current Practice,html,rfcs\html\rfc7957.html,Yes
,7942,Improving Awareness of Running Code: The Implementation Status Section,Best Current Practice,txt,rfcs\txt\rfc7942.txt,Yes
,7942,Improving Awareness of Running Code: The Implementation Status Section,Best Current Practice,pdf,rfcs\pdf\rfc7942.pdf,Yes
,7942,Improving Awareness of Running Code: The Implementation Status Section,Best Current Practice,html,rfcs\html\rfc7942.html,Yes
,7934,Host Address Availability Recommendations,Best Current Practice,txt,rfcs\txt\rfc7934.txt,Yes
,7934,Host Address Availability Recommendations,Best Current Practice,pdf,rfcs\pdf\rfc7934.pdf,Yes
,7934,Host Address Availability Recommendations,Best Current Practice,html,rfcs\html\rfc7934.html,Yes
,7926,Problem Statement and Architecture for Information Exchange between Interconnected Traffic-Engineered Networks,Best Current Practice,txt,rfcs\txt\rfc7926.txt,Yes
,7926,Problem Statement and Architecture for Information Exchange between Interconnected Traffic-Engineered Networks,Best Current Practice,pdf,rfcs\pdf\rfc7926.pdf,Yes
,7926,Problem Statement and Architecture for Information Exchange between Interconnected Traffic-Engineered Networks,Best Current Practice,html,rfcs\html\rfc7926.html,Yes
,7857,Updates to Network Address Translation (NAT) Behavioral Requirements,Best Current Practice,txt,rfcs\txt\rfc7857.txt,Yes
,7857,Updates to Network Address Translation (NAT) Behavioral Requirements,Best Current Practice,pdf,rfcs\pdf\rfc7857.pdf,Yes
,7857,Updates to Network Address Translation (NAT) Behavioral Requirements,Best Current Practice,html,rfcs\html\rfc7857.html,Yes
,7803,Changing the Registration Policy for the NETCONF Capability URNs Registry,Best Current Practice,txt,rfcs\txt\rfc7803.txt,Yes
,7803,Changing the Registration Policy for the NETCONF Capability URNs Registry,Best Current Practice,pdf,rfcs\pdf\rfc7803.pdf,Yes
,7803,Changing the Registration Policy for the NETCONF Capability URNs Registry,Best Current Practice,html,rfcs\html\rfc7803.html,Yes
,7793,Adding 100.64.0.0/10 Prefixes to the IPv4 Locally-Served DNS Zones Registry,Best Current Practice,txt,rfcs\txt\rfc7793.txt,Yes
,7793,Adding 100.64.0.0/10 Prefixes to the IPv4 Locally-Served DNS Zones Registry,Best Current Practice,pdf,rfcs\pdf\rfc7793.pdf,Yes
,7793,Adding 100.64.0.0/10 Prefixes to the IPv4 Locally-Served DNS Zones Registry,Best Current Practice,html,rfcs\html\rfc7793.html,Yes
,7776,IETF Anti-Harassment Procedures,Best Current Practice,txt,rfcs\txt\rfc7776.txt,Yes
,7776,IETF Anti-Harassment Procedures,Best Current Practice,pdf,rfcs\pdf\rfc7776.pdf,Yes
,7776,IETF Anti-Harassment Procedures,Best Current Practice,html,rfcs\html\rfc7776.html,Yes
,7772,Reducing Energy Consumption of Router Advertisements,Best Current Practice,txt,rfcs\txt\rfc7772.txt,Yes
,7772,Reducing Energy Consumption of Router Advertisements,Best Current Practice,pdf,rfcs\pdf\rfc7772.pdf,Yes
,7772,Reducing Energy Consumption of Router Advertisements,Best Current Practice,html,rfcs\html\rfc7772.html,Yes
,7720,DNS Root Name Service Protocol and Deployment Requirements,Best Current Practice,txt,rfcs\txt\rfc7720.txt,Yes
,7720,DNS Root Name Service Protocol and Deployment Requirements,Best Current Practice,pdf,rfcs\pdf\rfc7720.pdf,Yes
,7720,DNS Root Name Service Protocol and Deployment Requirements,Best Current Practice,html,rfcs\html\rfc7720.html,Yes
,7696,Guidelines for Cryptographic Algorithm Agility and Selecting Mandatory-to-Implement Algorithms,Best Current Practice,txt,rfcs\txt\rfc7696.txt,Yes
,7696,Guidelines for Cryptographic Algorithm Agility and Selecting Mandatory-to-Implement Algorithms,Best Current Practice,pdf,rfcs\pdf\rfc7696.pdf,Yes
,7696,Guidelines for Cryptographic Algorithm Agility and Selecting Mandatory-to-Implement Algorithms,Best Current Practice,html,rfcs\html\rfc7696.html,Yes
,7691,Updating the Term Dates of IETF Administrative Oversight Committee (IAOC) Members,Best Current Practice,txt,rfcs\txt\rfc7691.txt,Yes
,7691,Updating the Term Dates of IETF Administrative Oversight Committee (IAOC) Members,Best Current Practice,pdf,rfcs\pdf\rfc7691.pdf,Yes
,7691,Updating the Term Dates of IETF Administrative Oversight Committee (IAOC) Members,Best Current Practice,html,rfcs\html\rfc7691.html,Yes
,7610,DHCPv6-Shield: Protecting against Rogue DHCPv6 Servers,Best Current Practice,txt,rfcs\txt\rfc7610.txt,Yes
,7610,DHCPv6-Shield: Protecting against Rogue DHCPv6 Servers,Best Current Practice,pdf,rfcs\pdf\rfc7610.pdf,Yes
,7610,DHCPv6-Shield: Protecting against Rogue DHCPv6 Servers,Best Current Practice,html,rfcs\html\rfc7610.html,Yes
,7608,IPv6 Prefix Length Recommendation for Forwarding,Best Current Practice,txt,rfcs\txt\rfc7608.txt,Yes
,7608,IPv6 Prefix Length Recommendation for Forwarding,Best Current Practice,pdf,rfcs\pdf\rfc7608.pdf,Yes
,7608,IPv6 Prefix Length Recommendation for Forwarding,Best Current Practice,html,rfcs\html\rfc7608.html,Yes
,7605,Recommendations on Using Assigned Transport Port Numbers,Best Current Practice,txt,rfcs\txt\rfc7605.txt,Yes
,7605,Recommendations on Using Assigned Transport Port Numbers,Best Current Practice,pdf,rfcs\pdf\rfc7605.pdf,Yes
,7605,Recommendations on Using Assigned Transport Port Numbers,Best Current Practice,html,rfcs\html\rfc7605.html,Yes
,7595,Guidelines and Registration Procedures for URI Schemes,Best Current Practice,txt,rfcs\txt\rfc7595.txt,Yes
,7595,Guidelines and Registration Procedures for URI Schemes,Best Current Practice,pdf,rfcs\pdf\rfc7595.pdf,Yes
,7595,Guidelines and Registration Procedures for URI Schemes,Best Current Practice,html,rfcs\html\rfc7595.html,Yes
,7567,IETF Recommendations Regarding Active Queue Management,Best Current Practice,txt,rfcs\txt\rfc7567.txt,Yes
,7567,IETF Recommendations Regarding Active Queue Management,Best Current Practice,pdf,rfcs\pdf\rfc7567.pdf,Yes
,7567,IETF Recommendations Regarding Active Queue Management,Best Current Practice,html,rfcs\html\rfc7567.html,Yes
,7526,Deprecating the Anycast Prefix for 6to4 Relay Routers,Best Current Practice,txt,rfcs\txt\rfc7526.txt,Yes
,7526,Deprecating the Anycast Prefix for 6to4 Relay Routers,Best Current Practice,pdf,rfcs\pdf\rfc7526.pdf,Yes
,7526,Deprecating the Anycast Prefix for 6to4 Relay Routers,Best Current Practice,html,rfcs\html\rfc7526.html,Yes
,7525,Recommendations for Secure Use of Transport Layer Security (TLS) and Datagram Transport Layer Security (DTLS),Best Current Practice,txt,rfcs\txt\rfc7525.txt,Yes
,7525,Recommendations for Secure Use of Transport Layer Security (TLS) and Datagram Transport Layer Security (DTLS),Best Current Practice,pdf,rfcs\pdf\rfc7525.pdf,Yes
,7525,Recommendations for Secure Use of Transport Layer Security (TLS) and Datagram Transport Layer Security (DTLS),Best Current Practice,html,rfcs\html\rfc7525.html,Yes
,7475,Increasing the Number of Area Directors in an IETF Area,Best Current Practice,txt,rfcs\txt\rfc7475.txt,Yes
,7475,Increasing the Number of Area Directors in an IETF Area,Best Current Practice,pdf,rfcs\pdf\rfc7475.pdf,Yes
,7475,Increasing the Number of Area Directors in an IETF Area,Best Current Practice,html,rfcs\html\rfc7475.html,Yes
,7454,BGP Operations and Security,Best Current Practice,txt,rfcs\txt\rfc7454.txt,Yes
,7454,BGP Operations and Security,Best Current Practice,pdf,rfcs\pdf\rfc7454.pdf,Yes
,7454,BGP Operations and Security,Best Current Practice,html,rfcs\html\rfc7454.html,Yes
,7437,"IAB, IESG, and IAOC Selection, Confirmation, and Recall Process: Operation of the Nominating and Recall Committees",Best Current Practice,txt,rfcs\txt\rfc7437.txt,Yes
,7437,"IAB, IESG, and IAOC Selection, Confirmation, and Recall Process: Operation of the Nominating and Recall Committees",Best Current Practice,pdf,rfcs\pdf\rfc7437.pdf,Yes
,7437,"IAB, IESG, and IAOC Selection, Confirmation, and Recall Process: Operation of the Nominating and Recall Committees",Best Current Practice,html,rfcs\html\rfc7437.html,Yes
,7423,Diameter Applications Design Guidelines,Best Current Practice,txt,rfcs\txt\rfc7423.txt,Yes
,7423,Diameter Applications Design Guidelines,Best Current Practice,pdf,rfcs\pdf\rfc7423.pdf,Yes
,7423,Diameter Applications Design Guidelines,Best Current Practice,html,rfcs\html\rfc7423.html,Yes
,7382,Template for a Certification Practice Statement (CPS) for the Resource PKI (RPKI),Best Current Practice,txt,rfcs\txt\rfc7382.txt,Yes
,7382,Template for a Certification Practice Statement (CPS) for the Resource PKI (RPKI),Best Current Practice,pdf,rfcs\pdf\rfc7382.pdf,Yes
,7382,Template for a Certification Practice Statement (CPS) for the Resource PKI (RPKI),Best Current Practice,html,rfcs\html\rfc7382.html,Yes
,7320,URI Design and Ownership,Best Current Practice,txt,rfcs\txt\rfc7320.txt,Yes
,7320,URI Design and Ownership,Best Current Practice,pdf,rfcs\pdf\rfc7320.pdf,Yes
,7320,URI Design and Ownership,Best Current Practice,html,rfcs\html\rfc7320.html,Yes
,7319,IANA Considerations for Connectivity Fault Management (CFM) Code Points,Best Current Practice,txt,rfcs\txt\rfc7319.txt,Yes
,7319,IANA Considerations for Connectivity Fault Management (CFM) Code Points,Best Current Practice,pdf,rfcs\pdf\rfc7319.pdf,Yes
,7319,IANA Considerations for Connectivity Fault Management (CFM) Code Points,Best Current Practice,html,rfcs\html\rfc7319.html,Yes
,7300,Reservation of Last Autonomous System (AS) Numbers,Best Current Practice,txt,rfcs\txt\rfc7300.txt,Yes
,7300,Reservation of Last Autonomous System (AS) Numbers,Best Current Practice,pdf,rfcs\pdf\rfc7300.pdf,Yes
,7300,Reservation of Last Autonomous System (AS) Numbers,Best Current Practice,html,rfcs\html\rfc7300.html,Yes
,7279,An Acceptable Use Policy for New ICMP Types and Codes,Best Current Practice,txt,rfcs\txt\rfc7279.txt,Yes
,7279,An Acceptable Use Policy for New ICMP Types and Codes,Best Current Practice,pdf,rfcs\pdf\rfc7279.pdf,Yes
,7279,An Acceptable Use Policy for New ICMP Types and Codes,Best Current Practice,html,rfcs\html\rfc7279.html,Yes
,7258,Pervasive Monitoring Is an Attack,Best Current Practice,txt,rfcs\txt\rfc7258.txt,Yes
,7258,Pervasive Monitoring Is an Attack,Best Current Practice,pdf,rfcs\pdf\rfc7258.pdf,Yes
,7258,Pervasive Monitoring Is an Attack,Best Current Practice,html,rfcs\html\rfc7258.html,Yes
,7227,Guidelines for Creating New DHCPv6 Options,Best Current Practice,txt,rfcs\txt\rfc7227.txt,Yes
,7227,Guidelines for Creating New DHCPv6 Options,Best Current Practice,pdf,rfcs\pdf\rfc7227.pdf,Yes
,7227,Guidelines for Creating New DHCPv6 Options,Best Current Practice,html,rfcs\html\rfc7227.html,Yes
,7154,IETF Guidelines for Conduct,Best Current Practice,txt,rfcs\txt\rfc7154.txt,Yes
,7154,IETF Guidelines for Conduct,Best Current Practice,pdf,rfcs\pdf\rfc7154.pdf,Yes
,7154,IETF Guidelines for Conduct,Best Current Practice,html,rfcs\html\rfc7154.html,Yes
,7141,Byte and Packet Congestion Notification,Best Current Practice,txt,rfcs\txt\rfc7141.txt,Yes
,7141,Byte and Packet Congestion Notification,Best Current Practice,pdf,rfcs\pdf\rfc7141.pdf,Yes
,7141,Byte and Packet Congestion Notification,Best Current Practice,html,rfcs\html\rfc7141.html,Yes
,7127,Characterization of Proposed Standards,Best Current Practice,txt,rfcs\txt\rfc7127.txt,Yes
,7127,Characterization of Proposed Standards,Best Current Practice,pdf,rfcs\pdf\rfc7127.pdf,Yes
,7127,Characterization of Proposed Standards,Best Current Practice,html,rfcs\html\rfc7127.html,Yes
,7126,Recommendations on Filtering of IPv4 Packets Containing IPv4 Options,Best Current Practice,txt,rfcs\txt\rfc7126.txt,Yes
,7126,Recommendations on Filtering of IPv4 Packets Containing IPv4 Options,Best Current Practice,pdf,rfcs\pdf\rfc7126.pdf,Yes
,7126,Recommendations on Filtering of IPv4 Packets Containing IPv4 Options,Best Current Practice,html,rfcs\html\rfc7126.html,Yes
,7120,Early IANA Allocation of Standards Track Code Points,Best Current Practice,txt,rfcs\txt\rfc7120.txt,Yes
,7120,Early IANA Allocation of Standards Track Code Points,Best Current Practice,pdf,rfcs\pdf\rfc7120.pdf,Yes
,7120,Early IANA Allocation of Standards Track Code Points,Best Current Practice,html,rfcs\html\rfc7120.html,Yes
,7115,Origin Validation Operation Based on the Resource Public Key Infrastructure (RPKI),Best Current Practice,txt,rfcs\txt\rfc7115.txt,Yes
,7115,Origin Validation Operation Based on the Resource Public Key Infrastructure (RPKI),Best Current Practice,pdf,rfcs\pdf\rfc7115.pdf,Yes
,7115,Origin Validation Operation Based on the Resource Public Key Infrastructure (RPKI),Best Current Practice,html,rfcs\html\rfc7115.html,Yes
,7100,"Retirement of the ""Internet Official Protocol Standards"" Summary Document",Best Current Practice,txt,rfcs\txt\rfc7100.txt,Yes
,7100,"Retirement of the ""Internet Official Protocol Standards"" Summary Document",Best Current Practice,pdf,rfcs\pdf\rfc7100.pdf,Yes
,7100,"Retirement of the ""Internet Official Protocol Standards"" Summary Document",Best Current Practice,html,rfcs\html\rfc7100.html,Yes
,7042,IANA Considerations and IETF Protocol and Documentation Usage for IEEE 802 Parameters,Best Current Practice,txt,rfcs\txt\rfc7042.txt,Yes
,7042,IANA Considerations and IETF Protocol and Documentation Usage for IEEE 802 Parameters,Best Current Practice,pdf,rfcs\pdf\rfc7042.pdf,Yes
,7042,IANA Considerations and IETF Protocol and Documentation Usage for IEEE 802 Parameters,Best Current Practice,html,rfcs\html\rfc7042.html,Yes
,7013,Guidelines for Authors and Reviewers of IP Flow Information Export (IPFIX) Information Elements,Best Current Practice,txt,rfcs\txt\rfc7013.txt,Yes
,7013,Guidelines for Authors and Reviewers of IP Flow Information Export (IPFIX) Information Elements,Best Current Practice,pdf,rfcs\pdf\rfc7013.pdf,Yes
,7013,Guidelines for Authors and Reviewers of IP Flow Information Export (IPFIX) Information Elements,Best Current Practice,html,rfcs\html\rfc7013.html,Yes
,6996,Autonomous System (AS) Reservation for Private Use,Best Current Practice,txt,rfcs\txt\rfc6996.txt,Yes
,6996,Autonomous System (AS) Reservation for Private Use,Best Current Practice,pdf,rfcs\pdf\rfc6996.pdf,Yes
,6996,Autonomous System (AS) Reservation for Private Use,Best Current Practice,html,rfcs\html\rfc6996.html,Yes
,6963,A Uniform Resource Name (URN) Namespace for Examples,Best Current Practice,txt,rfcs\txt\rfc6963.txt,Yes
,6963,A Uniform Resource Name (URN) Namespace for Examples,Best Current Practice,pdf,rfcs\pdf\rfc6963.pdf,Yes
,6963,A Uniform Resource Name (URN) Namespace for Examples,Best Current Practice,html,rfcs\html\rfc6963.html,Yes
,6916,Algorithm Agility Procedure for the Resource Public Key Infrastructure (RPKI),Best Current Practice,txt,rfcs\txt\rfc6916.txt,Yes
,6916,Algorithm Agility Procedure for the Resource Public Key Infrastructure (RPKI),Best Current Practice,pdf,rfcs\pdf\rfc6916.pdf,Yes
,6916,Algorithm Agility Procedure for the Resource Public Key Infrastructure (RPKI),Best Current Practice,html,rfcs\html\rfc6916.html,Yes
,6895,Domain Name System (DNS) IANA Considerations,Best Current Practice,txt,rfcs\txt\rfc6895.txt,Yes
,6895,Domain Name System (DNS) IANA Considerations,Best Current Practice,pdf,rfcs\pdf\rfc6895.pdf,Yes
,6895,Domain Name System (DNS) IANA Considerations,Best Current Practice,html,rfcs\html\rfc6895.html,Yes
,6890,Special-Purpose IP Address Registries,Best Current Practice,txt,rfcs\txt\rfc6890.txt,Yes
,6890,Special-Purpose IP Address Registries,Best Current Practice,pdf,rfcs\pdf\rfc6890.pdf,Yes
,6890,Special-Purpose IP Address Registries,Best Current Practice,html,rfcs\html\rfc6890.html,Yes
,6888,Common Requirements for Carrier-Grade NATs (CGNs),Best Current Practice,txt,rfcs\txt\rfc6888.txt,Yes
,6888,Common Requirements for Carrier-Grade NATs (CGNs),Best Current Practice,pdf,rfcs\pdf\rfc6888.pdf,Yes
,6888,Common Requirements for Carrier-Grade NATs (CGNs),Best Current Practice,html,rfcs\html\rfc6888.html,Yes
,6881,Best Current Practice for Communications Services in Support of Emergency Calling,Best Current Practice,txt,rfcs\txt\rfc6881.txt,Yes
,6881,Best Current Practice for Communications Services in Support of Emergency Calling,Best Current Practice,pdf,rfcs\pdf\rfc6881.pdf,Yes
,6881,Best Current Practice for Communications Services in Support of Emergency Calling,Best Current Practice,html,rfcs\html\rfc6881.html,Yes
,6859,Update to RFC 3777 to Clarify Nominating Committee Eligibility of IETF Leadership,Best Current Practice,txt,rfcs\txt\rfc6859.txt,Yes
,6859,Update to RFC 3777 to Clarify Nominating Committee Eligibility of IETF Leadership,Best Current Practice,pdf,rfcs\pdf\rfc6859.pdf,Yes
,6859,Update to RFC 3777 to Clarify Nominating Committee Eligibility of IETF Leadership,Best Current Practice,html,rfcs\html\rfc6859.html,Yes
,6853,DHCPv6 Redundancy Deployment Considerations,Best Current Practice,txt,rfcs\txt\rfc6853.txt,Yes
,6853,DHCPv6 Redundancy Deployment Considerations,Best Current Practice,pdf,rfcs\pdf\rfc6853.pdf,Yes
,6853,DHCPv6 Redundancy Deployment Considerations,Best Current Practice,html,rfcs\html\rfc6853.html,Yes
,6838,Media Type Specifications and Registration Procedures,Best Current Practice,txt,rfcs\txt\rfc6838.txt,Yes
,6838,Media Type Specifications and Registration Procedures,Best Current Practice,pdf,rfcs\pdf\rfc6838.pdf,Yes
,6838,Media Type Specifications and Registration Procedures,Best Current Practice,html,rfcs\html\rfc6838.html,Yes
,6649,"Deprecate DES, RC4-HMAC-EXP, and Other Weak Cryptographic Algorithms in Kerberos",Best Current Practice,txt,rfcs\txt\rfc6649.txt,Yes
,6649,"Deprecate DES, RC4-HMAC-EXP, and Other Weak Cryptographic Algorithms in Kerberos",Best Current Practice,pdf,rfcs\pdf\rfc6649.pdf,Yes
,6649,"Deprecate DES, RC4-HMAC-EXP, and Other Weak Cryptographic Algorithms in Kerberos",Best Current Practice,html,rfcs\html\rfc6649.html,Yes
,6648,"Deprecating the ""X-"" Prefix and Similar Constructs in Application Protocols",Best Current Practice,txt,rfcs\txt\rfc6648.txt,Yes
,6648,"Deprecating the ""X-"" Prefix and Similar Constructs in Application Protocols",Best Current Practice,pdf,rfcs\pdf\rfc6648.pdf,Yes
,6648,"Deprecating the ""X-"" Prefix and Similar Constructs in Application Protocols",Best Current Practice,html,rfcs\html\rfc6648.html,Yes
,6598,IANA-Reserved IPv4 Prefix for Shared Address Space,Best Current Practice,txt,rfcs\txt\rfc6598.txt,Yes
,6598,IANA-Reserved IPv4 Prefix for Shared Address Space,Best Current Practice,pdf,rfcs\pdf\rfc6598.pdf,Yes
,6598,IANA-Reserved IPv4 Prefix for Shared Address Space,Best Current Practice,html,rfcs\html\rfc6598.html,Yes
,6576,IP Performance Metrics (IPPM) Standard Advancement Testing,Best Current Practice,txt,rfcs\txt\rfc6576.txt,Yes
,6576,IP Performance Metrics (IPPM) Standard Advancement Testing,Best Current Practice,pdf,rfcs\pdf\rfc6576.pdf,Yes
,6576,IP Performance Metrics (IPPM) Standard Advancement Testing,Best Current Practice,html,rfcs\html\rfc6576.html,Yes
,6557,Procedures for Maintaining the Time Zone Database,Best Current Practice,txt,rfcs\txt\rfc6557.txt,Yes
,6557,Procedures for Maintaining the Time Zone Database,Best Current Practice,pdf,rfcs\pdf\rfc6557.pdf,Yes
,6557,Procedures for Maintaining the Time Zone Database,Best Current Practice,html,rfcs\html\rfc6557.html,Yes
,6540,IPv6 Support Required for All IP-Capable Nodes,Best Current Practice,txt,rfcs\txt\rfc6540.txt,Yes
,6540,IPv6 Support Required for All IP-Capable Nodes,Best Current Practice,pdf,rfcs\pdf\rfc6540.pdf,Yes
,6540,IPv6 Support Required for All IP-Capable Nodes,Best Current Practice,html,rfcs\html\rfc6540.html,Yes
,6489,Certification Authority (CA) Key Rollover in the Resource Public Key Infrastructure (RPKI),Best Current Practice,txt,rfcs\txt\rfc6489.txt,Yes
,6489,Certification Authority (CA) Key Rollover in the Resource Public Key Infrastructure (RPKI),Best Current Practice,pdf,rfcs\pdf\rfc6489.pdf,Yes
,6489,Certification Authority (CA) Key Rollover in the Resource Public Key Infrastructure (RPKI),Best Current Practice,html,rfcs\html\rfc6489.html,Yes
,6484,Certificate Policy (CP) for the Resource Public Key Infrastructure (RPKI),Best Current Practice,txt,rfcs\txt\rfc6484.txt,Yes
,6484,Certificate Policy (CP) for the Resource Public Key Infrastructure (RPKI),Best Current Practice,pdf,rfcs\pdf\rfc6484.pdf,Yes
,6484,Certificate Policy (CP) for the Resource Public Key Infrastructure (RPKI),Best Current Practice,html,rfcs\html\rfc6484.html,Yes
,6472,Recommendation for Not Using AS_SET and AS_CONFED_SET in BGP,Best Current Practice,txt,rfcs\txt\rfc6472.txt,Yes
,6472,Recommendation for Not Using AS_SET and AS_CONFED_SET in BGP,Best Current Practice,pdf,rfcs\pdf\rfc6472.pdf,Yes
,6472,Recommendation for Not Using AS_SET and AS_CONFED_SET in BGP,Best Current Practice,html,rfcs\html\rfc6472.html,Yes
,6441,Time to Remove Filters for Previously Unallocated IPv4 /8s,Best Current Practice,txt,rfcs\txt\rfc6441.txt,Yes
,6441,Time to Remove Filters for Previously Unallocated IPv4 /8s,Best Current Practice,pdf,rfcs\pdf\rfc6441.pdf,Yes
,6441,Time to Remove Filters for Previously Unallocated IPv4 /8s,Best Current Practice,html,rfcs\html\rfc6441.html,Yes
,6410,Reducing the Standards Track to Two Maturity Levels,Best Current Practice,txt,rfcs\txt\rfc6410.txt,Yes
,6410,Reducing the Standards Track to Two Maturity Levels,Best Current Practice,pdf,rfcs\pdf\rfc6410.pdf,Yes
,6410,Reducing the Standards Track to Two Maturity Levels,Best Current Practice,html,rfcs\html\rfc6410.html,Yes
,6398,IP Router Alert Considerations and Usage,Best Current Practice,txt,rfcs\txt\rfc6398.txt,Yes
,6398,IP Router Alert Considerations and Usage,Best Current Practice,pdf,rfcs\pdf\rfc6398.pdf,Yes
,6398,IP Router Alert Considerations and Usage,Best Current Practice,html,rfcs\html\rfc6398.html,Yes
,6390,Guidelines for Considering New Performance Metric Development,Best Current Practice,txt,rfcs\txt\rfc6390.txt,Yes
,6390,Guidelines for Considering New Performance Metric Development,Best Current Practice,pdf,rfcs\pdf\rfc6390.pdf,Yes
,6390,Guidelines for Considering New Performance Metric Development,Best Current Practice,html,rfcs\html\rfc6390.html,Yes
,6382,Unique Origin Autonomous System Numbers (ASNs) per Node for Globally Anycasted Services,Best Current Practice,txt,rfcs\txt\rfc6382.txt,Yes
,6382,Unique Origin Autonomous System Numbers (ASNs) per Node for Globally Anycasted Services,Best Current Practice,pdf,rfcs\pdf\rfc6382.pdf,Yes
,6382,Unique Origin Autonomous System Numbers (ASNs) per Node for Globally Anycasted Services,Best Current Practice,html,rfcs\html\rfc6382.html,Yes
,6377,DomainKeys Identified Mail (DKIM) and Mailing Lists,Best Current Practice,txt,rfcs\txt\rfc6377.txt,Yes
,6377,DomainKeys Identified Mail (DKIM) and Mailing Lists,Best Current Practice,pdf,rfcs\pdf\rfc6377.pdf,Yes
,6377,DomainKeys Identified Mail (DKIM) and Mailing Lists,Best Current Practice,html,rfcs\html\rfc6377.html,Yes
,6365,Terminology Used in Internationalization in the IETF,Best Current Practice,txt,rfcs\txt\rfc6365.txt,Yes
,6365,Terminology Used in Internationalization in the IETF,Best Current Practice,pdf,rfcs\pdf\rfc6365.pdf,Yes
,6365,Terminology Used in Internationalization in the IETF,Best Current Practice,html,rfcs\html\rfc6365.html,Yes
,6335,Internet Assigned Numbers Authority (IANA) Procedures for the Management of the Service Name and Transport Protocol Port Number Registry,Best Current Practice,txt,rfcs\txt\rfc6335.txt,Yes
,6335,Internet Assigned Numbers Authority (IANA) Procedures for the Management of the Service Name and Transport Protocol Port Number Registry,Best Current Practice,pdf,rfcs\pdf\rfc6335.pdf,Yes
,6335,Internet Assigned Numbers Authority (IANA) Procedures for the Management of the Service Name and Transport Protocol Port Number Registry,Best Current Practice,html,rfcs\html\rfc6335.html,Yes
,6328,IANA Considerations for Network Layer Protocol Identifiers,Best Current Practice,txt,rfcs\txt\rfc6328.txt,Yes
,6328,IANA Considerations for Network Layer Protocol Identifiers,Best Current Practice,pdf,rfcs\pdf\rfc6328.pdf,Yes
,6328,IANA Considerations for Network Layer Protocol Identifiers,Best Current Practice,html,rfcs\html\rfc6328.html,Yes
,6303,Locally Served DNS Zones,Best Current Practice,txt,rfcs\txt\rfc6303.txt,Yes
