bcp_number,rfc_number,title,status,format,file_path,downloaded
,4159,"Deprecation of ""ip6.int""",Best Current Practice,html,rfcs\html\rfc4159.html,Yes
,4148,IP Performance Metrics (IPPM) Metrics Registry,Best Current Practice,txt,rfcs\txt\rfc4148.txt,Yes
,4148,IP Performance Metrics (IPPM) Metrics Registry,Best Current Practice,pdf,rfcs\pdf\rfc4148.pdf,Yes
,4148,IP Performance Metrics (IPPM) Metrics Registry,Best Current Practice,html,rfcs\html\rfc4148.html,Yes
,4107,Guidelines for Cryptographic Key Management,Best Current Practice,txt,rfcs\txt\rfc4107.txt,Yes
,4107,Guidelines for Cryptographic Key Management,Best Current Practice,pdf,rfcs\pdf\rfc4107.pdf,Yes
,4107,Guidelines for Cryptographic Key Management,Best Current Practice,html,rfcs\html\rfc4107.html,Yes
,4086,Randomness Requirements for Security,Best Current Practice,txt,rfcs\txt\rfc4086.txt,Yes
,4086,Randomness Requirements for Security,Best Current Practice,pdf,rfcs\pdf\rfc4086.pdf,Yes
,4086,Randomness Requirements for Security,Best Current Practice,html,rfcs\html\rfc4086.html,Yes
,4085,Embedding Globally-Routable Internet Addresses Considered Harmful,Best Current Practice,txt,rfcs\txt\rfc4085.txt,Yes
,4085,Embedding Globally-Routable Internet Addresses Considered Harmful,Best Current Practice,pdf,rfcs\pdf\rfc4085.pdf,Yes
,4085,Embedding Globally-Routable Internet Addresses Considered Harmful,Best Current Practice,html,rfcs\html\rfc4085.html,Yes
,4084,Terminology for Describing Internet Connectivity,Best Current Practice,txt,rfcs\txt\rfc4084.txt,Yes
,4084,Terminology for Describing Internet Connectivity,Best Current Practice,pdf,rfcs\pdf\rfc4084.pdf,Yes
,4084,Terminology for Describing Internet Connectivity,Best Current Practice,html,rfcs\html\rfc4084.html,Yes
,4071,Structure of the IETF Administrative Support Activity (IASA),Best Current Practice,txt,rfcs\txt\rfc4071.txt,Yes
,4071,Structure of the IETF Administrative Support Activity (IASA),Best Current Practice,pdf,rfcs\pdf\rfc4071.pdf,Yes
,4071,Structure of the IETF Administrative Support Activity (IASA),Best Current Practice,html,rfcs\html\rfc4071.html,Yes
,4053,Procedures for Handling Liaison Statements to and from the IETF,Best Current Practice,txt,rfcs\txt\rfc4053.txt,Yes
,4053,Procedures for Handling Liaison Statements to and from the IETF,Best Current Practice,pdf,rfcs\pdf\rfc4053.pdf,Yes
,4053,Procedures for Handling Liaison Statements to and from the IETF,Best Current Practice,html,rfcs\html\rfc4053.html,Yes
,4052,IAB Processes for Management of IETF Liaison Relationships,Best Current Practice,txt,rfcs\txt\rfc4052.txt,Yes
,4052,IAB Processes for Management of IETF Liaison Relationships,Best Current Practice,pdf,rfcs\pdf\rfc4052.pdf,Yes
,4052,IAB Processes for Management of IETF Liaison Relationships,Best Current Practice,html,rfcs\html\rfc4052.html,Yes
,4020, Early IANA Allocation of Standards Track Code Points ,Best Current Practice,txt,rfcs\txt\rfc4020.txt,Yes
,4020, Early IANA Allocation of Standards Track Code Points ,Best Current Practice,pdf,rfcs\pdf\rfc4020.pdf,Yes
,4020, Early IANA Allocation of Standards Track Code Points ,Best Current Practice,html,rfcs\html\rfc4020.html,Yes
,3979,Intellectual Property Rights in IETF Technology ,Best Current Practice,txt,rfcs\txt\rfc3979.txt,Yes
,3979,Intellectual Property Rights in IETF Technology ,Best Current Practice,pdf,rfcs\pdf\rfc3979.pdf,Yes
,3979,Intellectual Property Rights in IETF Technology ,Best Current Practice,html,rfcs\html\rfc3979.html,Yes
,3978, IETF Rights in Contributions ,Best Current Practice,txt,rfcs\txt\rfc3978.txt,Yes
,3978, IETF Rights in Contributions ,Best Current Practice,pdf,rfcs\pdf\rfc3978.pdf,Yes
,3978, IETF Rights in Contributions ,Best Current Practice,html,rfcs\html\rfc3978.html,Yes
,3969, The Internet Assigned Number Authority (IANA) Uniform Resource Identifier (URI) Parameter Registry for the Session Initiation Protocol (SIP) ,Best Current Practice,txt,rfcs\txt\rfc3969.txt,Yes
,3969, The Internet Assigned Number Authority (IANA) Uniform Resource Identifier (URI) Parameter Registry for the Session Initiation Protocol (SIP) ,Best Current Practice,pdf,rfcs\pdf\rfc3969.pdf,Yes
,3969, The Internet Assigned Number Authority (IANA) Uniform Resource Identifier (URI) Parameter Registry for the Session Initiation Protocol (SIP) ,Best Current Practice,html,rfcs\html\rfc3969.html,Yes
,3968, The Internet Assigned Number Authority (IANA) Header Field Parameter Registry for the Session Initiation Protocol (SIP) ,Best Current Practice,txt,rfcs\txt\rfc3968.txt,Yes
,3968, The Internet Assigned Number Authority (IANA) Header Field Parameter Registry for the Session Initiation Protocol (SIP) ,Best Current Practice,pdf,rfcs\pdf\rfc3968.pdf,Yes
,3968, The Internet Assigned Number Authority (IANA) Header Field Parameter Registry for the Session Initiation Protocol (SIP) ,Best Current Practice,html,rfcs\html\rfc3968.html,Yes
,3967, Clarifying when Standards Track Documents may Refer Normatively to Documents at a Lower Level ,Best Current Practice,txt,rfcs\txt\rfc3967.txt,Yes
,3967, Clarifying when Standards Track Documents may Refer Normatively to Documents at a Lower Level ,Best Current Practice,pdf,rfcs\pdf\rfc3967.pdf,Yes
,3967, Clarifying when Standards Track Documents may Refer Normatively to Documents at a Lower Level ,Best Current Practice,html,rfcs\html\rfc3967.html,Yes
,3936, Procedures for Modifying the Resource reSerVation Protocol (RSVP) ,Best Current Practice,txt,rfcs\txt\rfc3936.txt,Yes
,3936, Procedures for Modifying the Resource reSerVation Protocol (RSVP) ,Best Current Practice,pdf,rfcs\pdf\rfc3936.pdf,Yes
,3936, Procedures for Modifying the Resource reSerVation Protocol (RSVP) ,Best Current Practice,html,rfcs\html\rfc3936.html,Yes
,3935, A Mission Statement for the IETF ,Best Current Practice,txt,rfcs\txt\rfc3935.txt,Yes
,3935, A Mission Statement for the IETF ,Best Current Practice,pdf,rfcs\pdf\rfc3935.pdf,Yes
,3935, A Mission Statement for the IETF ,Best Current Practice,html,rfcs\html\rfc3935.html,Yes
,3934,Updates to RFC 2418 Regarding the Management of IETF Mailing Lists ,Best Current Practice,txt,rfcs\txt\rfc3934.txt,Yes
,3934,Updates to RFC 2418 Regarding the Management of IETF Mailing Lists ,Best Current Practice,pdf,rfcs\pdf\rfc3934.pdf,Yes
,3934,Updates to RFC 2418 Regarding the Management of IETF Mailing Lists ,Best Current Practice,html,rfcs\html\rfc3934.html,Yes
,3933, A Model for IETF Process Experiments ,Best Current Practice,txt,rfcs\txt\rfc3933.txt,Yes
,3933, A Model for IETF Process Experiments ,Best Current Practice,pdf,rfcs\pdf\rfc3933.pdf,Yes
,3933, A Model for IETF Process Experiments ,Best Current Practice,html,rfcs\html\rfc3933.html,Yes
,3932,The IESG and RFC Editor Documents: Procedures ,Best Current Practice,txt,rfcs\txt\rfc3932.txt,Yes
,3932,The IESG and RFC Editor Documents: Procedures ,Best Current Practice,pdf,rfcs\pdf\rfc3932.pdf,Yes
,3932,The IESG and RFC Editor Documents: Procedures ,Best Current Practice,html,rfcs\html\rfc3932.html,Yes
,3901, DNS IPv6 Transport Operational Guidelines ,Best Current Practice,txt,rfcs\txt\rfc3901.txt,Yes
,3901, DNS IPv6 Transport Operational Guidelines ,Best Current Practice,pdf,rfcs\pdf\rfc3901.pdf,Yes
,3901, DNS IPv6 Transport Operational Guidelines ,Best Current Practice,html,rfcs\html\rfc3901.html,Yes
,3864, Registration Procedures for Message Header Fields ,Best Current Practice,txt,rfcs\txt\rfc3864.txt,Yes
,3864, Registration Procedures for Message Header Fields ,Best Current Practice,pdf,rfcs\pdf\rfc3864.pdf,Yes
,3864, Registration Procedures for Message Header Fields ,Best Current Practice,html,rfcs\html\rfc3864.html,Yes
,3819, Advice for Internet Subnetwork Designers ,Best Current Practice,txt,rfcs\txt\rfc3819.txt,Yes
,3819, Advice for Internet Subnetwork Designers ,Best Current Practice,pdf,rfcs\pdf\rfc3819.pdf,Yes
,3819, Advice for Internet Subnetwork Designers ,Best Current Practice,html,rfcs\html\rfc3819.html,Yes
,3818, IANA Considerations for the Point-to-Point Protocol (PPP) ,Best Current Practice,txt,rfcs\txt\rfc3818.txt,Yes
,3818, IANA Considerations for the Point-to-Point Protocol (PPP) ,Best Current Practice,pdf,rfcs\pdf\rfc3818.pdf,Yes
,3818, IANA Considerations for the Point-to-Point Protocol (PPP) ,Best Current Practice,html,rfcs\html\rfc3818.html,Yes
,3785, Use of Interior Gateway Protocol (IGP) Metric as a second MPLS Traffic Engineering (TE) Metric ,Best Current Practice,txt,rfcs\txt\rfc3785.txt,Yes
,3785, Use of Interior Gateway Protocol (IGP) Metric as a second MPLS Traffic Engineering (TE) Metric ,Best Current Practice,pdf,rfcs\pdf\rfc3785.pdf,Yes
,3785, Use of Interior Gateway Protocol (IGP) Metric as a second MPLS Traffic Engineering (TE) Metric ,Best Current Practice,html,rfcs\html\rfc3785.html,Yes
,3777,"IAB and IESG Selection, Confirmation, and Recall Process: Operation of the Nominating and Recall Committees ",Best Current Practice,txt,rfcs\txt\rfc3777.txt,Yes
,3777,"IAB and IESG Selection, Confirmation, and Recall Process: Operation of the Nominating and Recall Committees ",Best Current Practice,pdf,rfcs\pdf\rfc3777.pdf,Yes
,3777,"IAB and IESG Selection, Confirmation, and Recall Process: Operation of the Nominating and Recall Committees ",Best Current Practice,html,rfcs\html\rfc3777.html,Yes
,3766, Determining Strengths For Public Keys Used For Exchanging Symmetric Keys ,Best Current Practice,txt,rfcs\txt\rfc3766.txt,Yes
,3766, Determining Strengths For Public Keys Used For Exchanging Symmetric Keys ,Best Current Practice,pdf,rfcs\pdf\rfc3766.pdf,Yes
,3766, Determining Strengths For Public Keys Used For Exchanging Symmetric Keys ,Best Current Practice,html,rfcs\html\rfc3766.html,Yes
,3725, Best Current Practices for Third Party Call Control (3pcc) in the Session Initiation Protocol (SIP) ,Best Current Practice,txt,rfcs\txt\rfc3725.txt,Yes
,3725, Best Current Practices for Third Party Call Control (3pcc) in the Session Initiation Protocol (SIP) ,Best Current Practice,pdf,rfcs\pdf\rfc3725.pdf,Yes
,3725, Best Current Practices for Third Party Call Control (3pcc) in the Session Initiation Protocol (SIP) ,Best Current Practice,html,rfcs\html\rfc3725.html,Yes
,3704,Ingress Filtering for Multihomed Networks ,Best Current Practice,txt,rfcs\txt\rfc3704.txt,Yes
,3704,Ingress Filtering for Multihomed Networks ,Best Current Practice,pdf,rfcs\pdf\rfc3704.pdf,Yes
,3704,Ingress Filtering for Multihomed Networks ,Best Current Practice,html,rfcs\html\rfc3704.html,Yes
,3692, Assigning Experimental and Testing Numbers Considered Useful ,Best Current Practice,txt,rfcs\txt\rfc3692.txt,Yes
,3692, Assigning Experimental and Testing Numbers Considered Useful ,Best Current Practice,pdf,rfcs\pdf\rfc3692.pdf,Yes
,3692, Assigning Experimental and Testing Numbers Considered Useful ,Best Current Practice,html,rfcs\html\rfc3692.html,Yes
,3688, The IETF XML Registry ,Best Current Practice,txt,rfcs\txt\rfc3688.txt,Yes
,3688, The IETF XML Registry ,Best Current Practice,pdf,rfcs\pdf\rfc3688.pdf,Yes
,3688, The IETF XML Registry ,Best Current Practice,html,rfcs\html\rfc3688.html,Yes
,3683,A Practice for Revoking Posting Rights to IETF Mailing Lists ,Best Current Practice,txt,rfcs\txt\rfc3683.txt,Yes
,3683,A Practice for Revoking Posting Rights to IETF Mailing Lists ,Best Current Practice,pdf,rfcs\pdf\rfc3683.pdf,Yes
,3683,A Practice for Revoking Posting Rights to IETF Mailing Lists ,Best Current Practice,html,rfcs\html\rfc3683.html,Yes
,3681, Delegation of E.F.F.3.IP6.ARPA ,Best Current Practice,txt,rfcs\txt\rfc3681.txt,Yes
,3681, Delegation of E.F.F.3.IP6.ARPA ,Best Current Practice,pdf,rfcs\pdf\rfc3681.pdf,Yes
,3681, Delegation of E.F.F.3.IP6.ARPA ,Best Current Practice,html,rfcs\html\rfc3681.html,Yes
,3677, IETF ISOC Board of Trustee Appointment Procedures ,Best Current Practice,txt,rfcs\txt\rfc3677.txt,Yes
,3677, IETF ISOC Board of Trustee Appointment Procedures ,Best Current Practice,pdf,rfcs\pdf\rfc3677.pdf,Yes
,3677, IETF ISOC Board of Trustee Appointment Procedures ,Best Current Practice,html,rfcs\html\rfc3677.html,Yes
,3668, Intellectual Property Rights in IETF Technology ,Best Current Practice,txt,rfcs\txt\rfc3668.txt,Yes
,3668, Intellectual Property Rights in IETF Technology ,Best Current Practice,pdf,rfcs\pdf\rfc3668.pdf,Yes
,3668, Intellectual Property Rights in IETF Technology ,Best Current Practice,html,rfcs\html\rfc3668.html,Yes
,3667, IETF Rights in Contributions ,Best Current Practice,txt,rfcs\txt\rfc3667.txt,Yes
,3667, IETF Rights in Contributions ,Best Current Practice,pdf,rfcs\pdf\rfc3667.pdf,Yes
,3667, IETF Rights in Contributions ,Best Current Practice,html,rfcs\html\rfc3667.html,Yes
,3666, Session Initiation Protocol (SIP) Public Switched Telephone Network (PSTN) Call Flows ,Best Current Practice,txt,rfcs\txt\rfc3666.txt,Yes
,3666, Session Initiation Protocol (SIP) Public Switched Telephone Network (PSTN) Call Flows ,Best Current Practice,pdf,rfcs\pdf\rfc3666.pdf,Yes
,3666, Session Initiation Protocol (SIP) Public Switched Telephone Network (PSTN) Call Flows ,Best Current Practice,html,rfcs\html\rfc3666.html,Yes
,3665, Session Initiation Protocol (SIP) Basic Call Flow Examples ,Best Current Practice,txt,rfcs\txt\rfc3665.txt,Yes
,3665, Session Initiation Protocol (SIP) Basic Call Flow Examples ,Best Current Practice,pdf,rfcs\pdf\rfc3665.pdf,Yes
,3665, Session Initiation Protocol (SIP) Basic Call Flow Examples ,Best Current Practice,html,rfcs\html\rfc3665.html,Yes
,3584," Coexistence between Version 1, Version 2, and Version 3 of the Internet-standard Network Management Framework ",Best Current Practice,txt,rfcs\txt\rfc3584.txt,Yes
,3584," Coexistence between Version 1, Version 2, and Version 3 of the Internet-standard Network Management Framework ",Best Current Practice,pdf,rfcs\pdf\rfc3584.pdf,Yes
,3584," Coexistence between Version 1, Version 2, and Version 3 of the Internet-standard Network Management Framework ",Best Current Practice,html,rfcs\html\rfc3584.html,Yes
,3553, An IETF URN Sub-namespace for Registered Protocol Parameters ,Best Current Practice,txt,rfcs\txt\rfc3553.txt,Yes
,3553, An IETF URN Sub-namespace for Registered Protocol Parameters ,Best Current Practice,pdf,rfcs\pdf\rfc3553.pdf,Yes
,3553, An IETF URN Sub-namespace for Registered Protocol Parameters ,Best Current Practice,html,rfcs\html\rfc3553.html,Yes
,3552, Guidelines for Writing RFC Text on Security Considerations ,Best Current Practice,txt,rfcs\txt\rfc3552.txt,Yes
,3552, Guidelines for Writing RFC Text on Security Considerations ,Best Current Practice,pdf,rfcs\pdf\rfc3552.pdf,Yes
,3552, Guidelines for Writing RFC Text on Security Considerations ,Best Current Practice,html,rfcs\html\rfc3552.html,Yes
,3481, TCP over Second (2.5G) and Third (3G) Generation Wireless Networks ,Best Current Practice,txt,rfcs\txt\rfc3481.txt,Yes
,3481, TCP over Second (2.5G) and Third (3G) Generation Wireless Networks ,Best Current Practice,pdf,rfcs\pdf\rfc3481.pdf,Yes
,3481, TCP over Second (2.5G) and Third (3G) Generation Wireless Networks ,Best Current Practice,html,rfcs\html\rfc3481.html,Yes
,3470, Guidelines for the Use of Extensible Markup Language (XML) within IETF Protocols ,Best Current Practice,txt,rfcs\txt\rfc3470.txt,Yes
,3470, Guidelines for the Use of Extensible Markup Language (XML) within IETF Protocols ,Best Current Practice,pdf,rfcs\pdf\rfc3470.pdf,Yes
,3470, Guidelines for the Use of Extensible Markup Language (XML) within IETF Protocols ,Best Current Practice,html,rfcs\html\rfc3470.html,Yes
,3449, TCP Performance Implications of Network Path Asymmetry ,Best Current Practice,txt,rfcs\txt\rfc3449.txt,Yes
,3449, TCP Performance Implications of Network Path Asymmetry ,Best Current Practice,pdf,rfcs\pdf\rfc3449.pdf,Yes
,3449, TCP Performance Implications of Network Path Asymmetry ,Best Current Practice,html,rfcs\html\rfc3449.html,Yes
,3438, Layer Two Tunneling Protocol (L2TP) Internet Assigned Numbers Authority (IANA) Considerations Update ,Best Current Practice,txt,rfcs\txt\rfc3438.txt,Yes
,3438, Layer Two Tunneling Protocol (L2TP) Internet Assigned Numbers Authority (IANA) Considerations Update ,Best Current Practice,pdf,rfcs\pdf\rfc3438.pdf,Yes
,3438, Layer Two Tunneling Protocol (L2TP) Internet Assigned Numbers Authority (IANA) Considerations Update ,Best Current Practice,html,rfcs\html\rfc3438.html,Yes
,3427, Change Process for the Session Initiation Protocol (SIP) ,Best Current Practice,txt,rfcs\txt\rfc3427.txt,Yes
,3427, Change Process for the Session Initiation Protocol (SIP) ,Best Current Practice,pdf,rfcs\pdf\rfc3427.pdf,Yes
,3427, Change Process for the Session Initiation Protocol (SIP) ,Best Current Practice,html,rfcs\html\rfc3427.html,Yes
,3406, Uniform Resource Names (URN) Namespace Definition Mechanisms ,Best Current Practice,txt,rfcs\txt\rfc3406.txt,Yes
,3406, Uniform Resource Names (URN) Namespace Definition Mechanisms ,Best Current Practice,pdf,rfcs\pdf\rfc3406.pdf,Yes
,3406, Uniform Resource Names (URN) Namespace Definition Mechanisms ,Best Current Practice,html,rfcs\html\rfc3406.html,Yes
,3405, Dynamic Delegation Discovery System (DDDS) Part Five: URI.ARPA Assignment Procedures ,Best Current Practice,txt,rfcs\txt\rfc3405.txt,Yes
,3405, Dynamic Delegation Discovery System (DDDS) Part Five: URI.ARPA Assignment Procedures ,Best Current Practice,pdf,rfcs\pdf\rfc3405.pdf,Yes
,3405, Dynamic Delegation Discovery System (DDDS) Part Five: URI.ARPA Assignment Procedures ,Best Current Practice,html,rfcs\html\rfc3405.html,Yes
,3383, Internet Assigned Numbers Authority (IANA) Considerations for the Lightweight Directory Access Protocol (LDAP) ,Best Current Practice,txt,rfcs\txt\rfc3383.txt,Yes
,3383, Internet Assigned Numbers Authority (IANA) Considerations for the Lightweight Directory Access Protocol (LDAP) ,Best Current Practice,pdf,rfcs\pdf\rfc3383.pdf,Yes
,3383, Internet Assigned Numbers Authority (IANA) Considerations for the Lightweight Directory Access Protocol (LDAP) ,Best Current Practice,html,rfcs\html\rfc3383.html,Yes
,3372, Session Initiation Protocol for Telephones (SIP-T): Context and Architectures ,Best Current Practice,txt,rfcs\txt\rfc3372.txt,Yes
,3372, Session Initiation Protocol for Telephones (SIP-T): Context and Architectures ,Best Current Practice,pdf,rfcs\pdf\rfc3372.pdf,Yes
,3372, Session Initiation Protocol for Telephones (SIP-T): Context and Architectures ,Best Current Practice,html,rfcs\html\rfc3372.html,Yes
,3366, Advice to link designers on link Automatic Repeat reQuest (ARQ) ,Best Current Practice,txt,rfcs\txt\rfc3366.txt,Yes
,3366, Advice to link designers on link Automatic Repeat reQuest (ARQ) ,Best Current Practice,pdf,rfcs\pdf\rfc3366.pdf,Yes
,3366, Advice to link designers on link Automatic Repeat reQuest (ARQ) ,Best Current Practice,html,rfcs\html\rfc3366.html,Yes
,3365, Strong Security Requirements for Internet Engineering Task Force Standard Protocols ,Best Current Practice,txt,rfcs\txt\rfc3365.txt,Yes
,3365, Strong Security Requirements for Internet Engineering Task Force Standard Protocols ,Best Current Practice,pdf,rfcs\pdf\rfc3365.pdf,Yes
,3365, Strong Security Requirements for Internet Engineering Task Force Standard Protocols ,Best Current Practice,html,rfcs\html\rfc3365.html,Yes
,3360, Inappropriate TCP Resets Considered Harmful ,Best Current Practice,txt,rfcs\txt\rfc3360.txt,Yes
,3360, Inappropriate TCP Resets Considered Harmful ,Best Current Practice,pdf,rfcs\pdf\rfc3360.pdf,Yes
,3360, Inappropriate TCP Resets Considered Harmful ,Best Current Practice,html,rfcs\html\rfc3360.html,Yes
,3349, A Transient Prefix for Identifying Profiles under Development by the Working Groups of the Internet Engineering Task Force ,Best Current Practice,txt,rfcs\txt\rfc3349.txt,Yes
,3349, A Transient Prefix for Identifying Profiles under Development by the Working Groups of the Internet Engineering Task Force ,Best Current Practice,pdf,rfcs\pdf\rfc3349.pdf,Yes
,3349, A Transient Prefix for Identifying Profiles under Development by the Working Groups of the Internet Engineering Task Force ,Best Current Practice,html,rfcs\html\rfc3349.html,Yes
,3233, Defining the IETF ,Best Current Practice,txt,rfcs\txt\rfc3233.txt,Yes
,3233, Defining the IETF ,Best Current Practice,pdf,rfcs\pdf\rfc3233.pdf,Yes
,3233, Defining the IETF ,Best Current Practice,html,rfcs\html\rfc3233.html,Yes
,3228, IANA Considerations for IPv4 Internet Group Management Protocol (IGMP) ,Best Current Practice,txt,rfcs\txt\rfc3228.txt,Yes
,3228, IANA Considerations for IPv4 Internet Group Management Protocol (IGMP) ,Best Current Practice,pdf,rfcs\pdf\rfc3228.pdf,Yes
,3228, IANA Considerations for IPv4 Internet Group Management Protocol (IGMP) ,Best Current Practice,html,rfcs\html\rfc3228.html,Yes
,3227, Guidelines for Evidence Collection and Archiving ,Best Current Practice,txt,rfcs\txt\rfc3227.txt,Yes
,3227, Guidelines for Evidence Collection and Archiving ,Best Current Practice,pdf,rfcs\pdf\rfc3227.pdf,Yes
,3227, Guidelines for Evidence Collection and Archiving ,Best Current Practice,html,rfcs\html\rfc3227.html,Yes
,3205, On the use of HTTP as a Substrate ,Best Current Practice,txt,rfcs\txt\rfc3205.txt,Yes
,3205, On the use of HTTP as a Substrate ,Best Current Practice,pdf,rfcs\pdf\rfc3205.pdf,Yes
,3205, On the use of HTTP as a Substrate ,Best Current Practice,html,rfcs\html\rfc3205.html,Yes
,3184, IETF Guidelines for Conduct ,Best Current Practice,txt,rfcs\txt\rfc3184.txt,Yes
,3184, IETF Guidelines for Conduct ,Best Current Practice,pdf,rfcs\pdf\rfc3184.pdf,Yes
,3184, IETF Guidelines for Conduct ,Best Current Practice,html,rfcs\html\rfc3184.html,Yes
,3180, GLOP Addressing in 233/8 ,Best Current Practice,txt,rfcs\txt\rfc3180.txt,Yes
,3180, GLOP Addressing in 233/8 ,Best Current Practice,pdf,rfcs\pdf\rfc3180.pdf,Yes
,3180, GLOP Addressing in 233/8 ,Best Current Practice,html,rfcs\html\rfc3180.html,Yes
,3172," Management Guidelines & Operational Requirements for the Address and Routing Parameter Area Domain (""arpa"") ",Best Current Practice,txt,rfcs\txt\rfc3172.txt,Yes
,3172," Management Guidelines & Operational Requirements for the Address and Routing Parameter Area Domain (""arpa"") ",Best Current Practice,pdf,rfcs\pdf\rfc3172.pdf,Yes
,3172," Management Guidelines & Operational Requirements for the Address and Routing Parameter Area Domain (""arpa"") ",Best Current Practice,html,rfcs\html\rfc3172.html,Yes
,3171, IANA Guidelines for IPv4 Multicast Address Assignments ,Best Current Practice,txt,rfcs\txt\rfc3171.txt,Yes
,3171, IANA Guidelines for IPv4 Multicast Address Assignments ,Best Current Practice,pdf,rfcs\pdf\rfc3171.pdf,Yes
,3171, IANA Guidelines for IPv4 Multicast Address Assignments ,Best Current Practice,html,rfcs\html\rfc3171.html,Yes
,3155, End-to-end Performance Implications of Links with Errors ,Best Current Practice,txt,rfcs\txt\rfc3155.txt,Yes
,3155, End-to-end Performance Implications of Links with Errors ,Best Current Practice,pdf,rfcs\pdf\rfc3155.pdf,Yes
,3155, End-to-end Performance Implications of Links with Errors ,Best Current Practice,html,rfcs\html\rfc3155.html,Yes
,3152, Delegation of IP6.ARPA ,Best Current Practice,txt,rfcs\txt\rfc3152.txt,Yes
,3152, Delegation of IP6.ARPA ,Best Current Practice,pdf,rfcs\pdf\rfc3152.pdf,Yes
,3152, Delegation of IP6.ARPA ,Best Current Practice,html,rfcs\html\rfc3152.html,Yes
,3150, End-to-end Performance Implications of Slow Links ,Best Current Practice,txt,rfcs\txt\rfc3150.txt,Yes
,3150, End-to-end Performance Implications of Slow Links ,Best Current Practice,pdf,rfcs\pdf\rfc3150.pdf,Yes
,3150, End-to-end Performance Implications of Slow Links ,Best Current Practice,html,rfcs\html\rfc3150.html,Yes
,3066, Tags for the Identification of Languages ,Best Current Practice,txt,rfcs\txt\rfc3066.txt,Yes
,3066, Tags for the Identification of Languages ,Best Current Practice,pdf,rfcs\pdf\rfc3066.pdf,Yes
,3066, Tags for the Identification of Languages ,Best Current Practice,html,rfcs\html\rfc3066.html,Yes
,3013, Recommended Internet Service Provider Security Services and Procedures ,Best Current Practice,txt,rfcs\txt\rfc3013.txt,Yes
,3013, Recommended Internet Service Provider Security Services and Procedures ,Best Current Practice,pdf,rfcs\pdf\rfc3013.pdf,Yes
,3013, Recommended Internet Service Provider Security Services and Procedures ,Best Current Practice,html,rfcs\html\rfc3013.html,Yes
,3005,IETF Discussion List Charter ,Best Current Practice,txt,rfcs\txt\rfc3005.txt,Yes
,3005,IETF Discussion List Charter ,Best Current Practice,pdf,rfcs\pdf\rfc3005.pdf,Yes
,3005,IETF Discussion List Charter ,Best Current Practice,html,rfcs\html\rfc3005.html,Yes
,2978, IANA Charset Registration Procedures ,Best Current Practice,txt,rfcs\txt\rfc2978.txt,Yes
,2978, IANA Charset Registration Procedures ,Best Current Practice,pdf,rfcs\pdf\rfc2978.pdf,Yes
,2978, IANA Charset Registration Procedures ,Best Current Practice,html,rfcs\html\rfc2978.html,Yes
,2964, Use of HTTP State Management ,Best Current Practice,txt,rfcs\txt\rfc2964.txt,Yes
,2964, Use of HTTP State Management ,Best Current Practice,pdf,rfcs\pdf\rfc2964.pdf,Yes
,2964, Use of HTTP State Management ,Best Current Practice,html,rfcs\html\rfc2964.html,Yes
,2939, Procedures and IANA Guidelines for Definition of New DHCP Options and Message Types ,Best Current Practice,txt,rfcs\txt\rfc2939.txt,Yes
,2939, Procedures and IANA Guidelines for Definition of New DHCP Options and Message Types ,Best Current Practice,pdf,rfcs\pdf\rfc2939.pdf,Yes
,2939, Procedures and IANA Guidelines for Definition of New DHCP Options and Message Types ,Best Current Practice,html,rfcs\html\rfc2939.html,Yes
,2929, Domain Name System (DNS) IANA Considerations ,Best Current Practice,txt,rfcs\txt\rfc2929.txt,Yes
,2929, Domain Name System (DNS) IANA Considerations ,Best Current Practice,pdf,rfcs\pdf\rfc2929.pdf,Yes
,2929, Domain Name System (DNS) IANA Considerations ,Best Current Practice,html,rfcs\html\rfc2929.html,Yes
,2914,Congestion Control Principles ,Best Current Practice,txt,rfcs\txt\rfc2914.txt,Yes
,2914,Congestion Control Principles ,Best Current Practice,pdf,rfcs\pdf\rfc2914.pdf,Yes
,2914,Congestion Control Principles ,Best Current Practice,html,rfcs\html\rfc2914.html,Yes
,2870, Root Name Server Operational Requirements ,Best Current Practice,txt,rfcs\txt\rfc2870.txt,Yes
,2870, Root Name Server Operational Requirements ,Best Current Practice,pdf,rfcs\pdf\rfc2870.pdf,Yes
,2870, Root Name Server Operational Requirements ,Best Current Practice,html,rfcs\html\rfc2870.html,Yes
,2850, Charter of the Internet Architecture Board (IAB) ,Best Current Practice,txt,rfcs\txt\rfc2850.txt,Yes
,2850, Charter of the Internet Architecture Board (IAB) ,Best Current Practice,pdf,rfcs\pdf\rfc2850.pdf,Yes
,2850, Charter of the Internet Architecture Board (IAB) ,Best Current Practice,html,rfcs\html\rfc2850.html,Yes
,2827, Network Ingress Filtering: Defeating Denial of Service Attacks which employ IP Source Address Spoofing ,Best Current Practice,txt,rfcs\txt\rfc2827.txt,Yes
,2827, Network Ingress Filtering: Defeating Denial of Service Attacks which employ IP Source Address Spoofing ,Best Current Practice,pdf,rfcs\pdf\rfc2827.pdf,Yes
,2827, Network Ingress Filtering: Defeating Denial of Service Attacks which employ IP Source Address Spoofing ,Best Current Practice,html,rfcs\html\rfc2827.html,Yes
,2780, IANA Allocation Guidelines For Values In the Internet Protocol and Related Headers ,Best Current Practice,txt,rfcs\txt\rfc2780.txt,Yes
